word1	word2	word3	word4
tu	phem	tu	zoo
ntshaw	nyiaj	ntshaw	nom
txwv	hmab	txwv	ntoo
tsi	txheeb	tsi	ze
yas	kev	yas	ncua
kev	kwv	kev	tij
lus	mos	lus	muag
tug	ub	tug	nua
fwm	nom	fwm	tswv
ua	tsuv	ua	rog
lug	quaj	lug	tsawm
sib	txov	sib	tua
tsa	nom	tsa	tswv
neeg	zoo	neeg	ncaj
cov	nyuj	cov	nees
daum	nram	daum	zos
yog	hmoob	yog	daum
sib	haum	sib	koom
hais	phem	hais	zoo
muaj	ntau	muaj	tsawg
lawv	pab	lawv	pawg
ntsi	ntaj	ntsi	phom
npav	dej	npav	taws
qhov	txhia	qhov	chaw
lub	tseem	lub	zoo
sib	tua	sib	txeeb
tua	nas	tua	nquab
kom	khiav	kom	ya
ua	faj	ua	fwv
tau	nyiaj	tau	txiaj
ciam	liaj	ciam	av
muab	ntaus	muab	ncaws
tus	qaib	tus	aub
lub	keeb	lub	tiv
siab	ntev	siab	loj
tua	tsiaj	tua	npua
huab	noj	huab	haus
muaj	ploj	muaj	tuag
ua	dawb	ua	huv
kaus	noj	kaus	haus
khawv	yaj	khawv	yws
txhiam	laj	txhiam	xwm
tsis	mob	tsis	khaus
luag	poj	luag	txiv
txuag	noj	txuag	haus
muaj	koob	muaj	meej
sib	hlub	sib	haum
nyob	kaj	nyob	huv
nrog	vaj	nrog	tsev
cov	ntxhais	cov	vaus
muab	qij	muab	dos
tej	liaj	tej	teb
txiav	tes	txiav	taw
noj	yeeb	noj	tshuaj
tu	tes	tu	taw
tej	ntsuj	tej	plig
mus	dawb	mus	huv
peb	txheej	peb	tis
nrog	pom	nrog	paub
noj	nyiaj	noj	txiaj
kuag	kab	kuag	hlau
muag	nom	muag	tswv
kho	teb	kho	chaw
neeg	hmoob	neeg	nplog
tag	hnub	tag	hmo
paub	siab	paub	qes
saib	ub	saib	no
txaus	noj	txaus	haus
ib	pab	ib	haiv
mus	hais	mus	thov
kuv	pab	kuv	pawg
lis	ub	lis	no
muaj	nam	muaj	txiv
khuj	noj	khuj	haus
tsim	ub	tsim	no
coj	zoo	coj	ncaj
niaj	hnub	niaj	xyoo
tag	dawb	tag	do
ntshaw	teb	ntshaw	chaw
zoo	ntsej	zoo	muag
vim	ub	vim	no
nws	pab	nws	pawg
tej	qoob	tej	loo
tsis	ploj	tsis	xuam
kev	pleeg	kev	yi
saub	npab	saub	vwm
naab	txaij	naab	nraug
yaug	ncauj	yaug	lo
qhov	sab	qhov	qeg
qhov	tub	qhov	ndlav
qhov	tseeb	qhov	cuav
cuab	tooj	cuab	hlau
hmoob	tes	hmoob	taw
ua	num	ua	tswv
tu	tub	tu	kiv
lub	mob	lub	aws
tus	ruam	tus	ntse
lam	cem	lam	ntaus
ua	txij	ua	nkawm
tiv	tshav	tiv	nag
thawm	niaj	thawm	xyoo
pab	niam	pab	txiv
txawj	neeb	txawj	yaig
lus	muag	lus	mos
tab	cuab	tab	yim
quav	yeeb	quav	tshuaj
ua	laib	ua	coos
ua	xeej	ua	xwm
qhia	ntaub	qhia	ntawv
zoo	nraug	zoo	nkauj
ntxias	noj	ntxias	haus
lob	ub	lob	no
puas	koob	puas	npe
thov	noj	thov	haus
nwg	nam	nwg	txiv
qub	zej	qub	zog
muaj	tshoob	muaj	kug
sib	hais	sib	cav
txog	ub	txog	no
xav	tau	xav	yuav
raws	pab	raws	pawg
yog	caij	yog	nyoog
thaam	moog	thaam	lug
npau	dub	npau	suav
tsw	lwj	tsw	kas
lub	sab	lub	ntsws
cov	txuj	cov	ci
mloog	qab	mloog	hauv
me	siab	me	ntsws
los	ub	los	no
npaj	txhij	npaj	txhua
rhawv	liaj	rhawv	teb
luag	niam	luag	txiv
nej	niam	nej	txiv
nyias	neej	nyias	tsav
khau	maj	khau	ntuag
ntsia	tooj	ntsia	hlau
yuav	coj	yuav	ua
tsev	mob	tsev	tuag
nqaij	liab	nqaij	ci
kaum	vaj	kaum	tsev
sib	txij	sib	luaj
qav	nom	qav	tswv
ua	ntsej	ua	muag
mus	noj	mus	haus
ib	tsam	ib	pliag
ua	vij	ua	swv
ua	mob	ua	nkees
tuaj	noj	tuaj	haus
ua	txiaj	ua	ntsim
pauj	txiaj	pauj	ntsim
zov	ploj	zov	tuag
lub	txiaj	lub	ntsim
tau	ntsej	tau	muag
peb	nom	peb	tswv
ntawg	zaub	ntawg	mov
koj	pog	koj	yawg
txog	poj	txog	yawm
kab	ntsig	kab	nog
tau	plaub	tau	ntug
saib	mob	saib	tuag
tas	teb	tas	chaw
cov	nom	cov	tswv
saib	tshoob	saib	kos
nruab	zoov	nruab	tsuag
txheeb	ub	txheeb	no
muaj	tooj	muaj	hlau
ua	loj	ua	me
noj	zaub	noj	mov
ua	plag	ua	xau
mloog	qeej	mloog	nruas
them	nuj	them	nqi
rub	rooj	rub	tog
txiv	qeej	txiv	duas
da	quav	da	zis
mus	xauj	mus	xyuas
lav	nom	lav	tswv
me	ntxhais	me	vauv
muaj	rooj	muaj	tog
khoom	noj	khoom	haus
kwv	iab	kwv	daw
muaj	neej	muaj	tsav
vij	sub	vij	sw
txhua	pab	txhua	xeem
sib	pab	sib	txhawb
txiv	qeej	txiv	neeb
cov	nam	cov	txiv
txiv	laus	txiv	hluas
hais	mus	hais	los
ua	tsov	ua	plis
tsi	meej	tsi	raug
lus	plaub	lus	ntug
qhov	ntsej	qhov	muag
tsaws	mus	tsaws	los
ntawm	ncauj	ntawm	lu
txhais	mus	txhais	los
tub	txib	tub	qhe
pob	zeb	pob	ca
koom	roj	koom	ntshav
sib	ntsib	sib	pum
saib	mus	saib	los
nriav	teb	nriav	chaw
muaj	qab	muaj	quas
hnov	ub	hnov	no
me	kab	me	ntsaum
tshum	ntab	tshum	muv
me	ntab	me	muv
muaj	qab	muaj	hau
txawb	ub	txawb	no
ib	hnub	ib	hmo
tab	siab	tab	ntsws
nrhiav	txij	nrhiav	nkawm
qhov	nyiaj	qhov	kub
qhov	tooj	qhov	hlaus
tsev	zeb	tsev	tsua
yoo	tshaib	yoo	nqhis
paj	hmab	paj	ntoo
teem	lwj	teem	liam
tsis	tiaj	tsis	tus
txoj	pa	txoj	sia
kawm	txhij	kawm	txhua
xuas	nyaj	xuas	kub
yug	nam	yug	txiv
tsi	dleb	tsi	ze
ntshaw	kwv	ntshaw	tij
tua	nyuj	tua	npua
nqaij	dev	nqaij	tshis
muaj	lag	muaj	luam
paub	siab	paub	qis
luag	kwv	luag	tij
sib	caav	sib	tshe
yog	neej	yog	tsaav
raug	ntes	raug	tua
muaj	liaj	muaj	teb
paub	siab	paub	nqi
do	quav	do	zis
ua	phem	ua	zoo
ntse	ncaj	ntse	ncees
kwv	luag	kwv	npawg
tsis	ncaj	tsis	zoo
mus	pab	mus	xyuas
mus	xauj	mus	pab
tsis	taij	tsis	thov
ua	yeeb	ua	tshuaj
siab	phem	siab	zoo
yug	teb	yug	chaw
muaj	tsheb	muaj	nkoj
muaj	kiab	muaj	khw
tej	nyuj	tej	twm
nqaij	nyuj	nqaij	twm
kua	roj	kua	ntsev
puab	dib	puab	daub
ua	vaj	ua	tsev
tej	roj	tej	ntsev
sib	khib	sib	ntxub
nqaum	paj	nqaum	nruas
xaiv	nkauj	xaiv	nraug
xaiv	txij	xaiv	nkawm
taug	neej	taug	tsaav
zoo	neej	zoo	tsav
muaj	pib	muaj	xaus
sib	koom	sib	hlub
yav	ped	yav	nrad
lub	hlwb	lub	cev
txoj	siav	txoj	pa
neb	zej	neb	zos
txawj	coj	txawj	ua
yuav	noj	yuav	haus
dawj	mus	dawj	los
ua	tij	ua	kwv
zoo	caij	zoo	nyoog
poj	dub	poj	dawb
yuav	xyoob	yuav	ntoo
pam	vov	pam	pua
noob	qij	noob	dos
me	qij	me	dos
ua	loj	ua	lug
nej	kwv	nej	tij
noj	siav	noj	zog
twv	ub	twv	no
pab	kwv	pab	tij
kam	nom	kam	tswv
tau	nyob	tau	su
tsheej	phab	tsheej	pheev
sib	ntsib	sib	fim
nws	roj	nws	ntshav
yuav	dub	yuav	dawb
xeeb	zeej	xeeb	ntxwv
yog	niam	yog	txiv
nruab	ntaub	nruab	ntawv
rau	roj	rau	ntsev
muaj	qib	muaj	quag
lawv	teb	lawv	chaw
pab	nyiaj	pab	txiaj
muab	phom	muab	riam
ntau	txhiab	ntau	tiam
nto	koob	nto	moo
pub	teb	pub	chaw
nkaum	tshav	nkaum	nag
ywj	faab	ywj	fwj
raug	cuab	raug	khi
kho	kwv	kho	tij
kho	phooj	kho	ywg
tsheej	pab	tsheej	pawg
tsawg	pab	tsawg	pawg
kwv	noj	kwv	haus
lwm	leej	lwm	tug
taug	keeb	taug	kwm
yuav	txawj	yuav	ntse
cuag	liab	cuag	cuam
txhaum	kev	txhaum	cai
muaj	paus	muaj	nqi
ua	voj	ua	viag
peb	poj	peb	yawm
kaum	vaaj	kaum	tsev
muaj	siv	muaj	npog
ua	txwj	ua	nkawm
puas	tsav	puas	yam
tsis	ntab	tsis	ntws
teb	lwj	teb	liam
koj	zej	koj	zos
tsi	paus	tsi	ntsis
qhuas	qab	qhuas	tsau
yus	nug	yus	teb
txeeb	nyiaj	txeeb	txiaj
ntsis	riam	ntsis	phom
puab	zej	puab	zog
taw	ub	taw	no
xuas	riam	xuas	qws
lus	xaiv	lus	cua
yog	plaub	yog	ntug
ceg	siab	ceg	qes
raws	kab	raws	kev
kev	chawj	kev	chim
ib	teb	ib	chaw
poob	teb	poob	chaw
ib	tog	ib	peg
dhia	siab	dhia	nqi
peem	ntuj	peem	teb
lub	siab	lub	plawv
zaum	rooj	zaum	tog
sib	cav	sib	ntau
kev	lag	kev	luam
tub	mab	tub	qhev
cov	roob	cov	hav
xeeb	neej	xeeb	tsaav
ua	saab	ua	sua
lawg	moog	lawg	lug
yug	teej	yug	tug
muaj	qaab	muaj	quas
tsis	caj	tsis	tuag
miv	tub	miv	nyuas
luas	puj	luas	txiv
saib	tsawv	saib	yaig
hau	dej	hau	cawv
tua	liab	tua	cuam
ua	tooj	ua	hlau
dab	txeej	dab	qus
nyiag	nas	nyiag	noog
tej	phooj	tej	ywg
pheev	caj	pheev	tuag
mus	ncaj	mus	ncees
txog	nplog	txog	thaib
sib	ntaus	sib	ncaws
kev	laj	kev	kam
ib	zej	ib	zos
sib	hlub	sib	hwm
puag	niaj	puag	xyoo
zov	teb	zov	tsev
yog	paj	yog	txiv
roob	zeb	roob	tsua
ua	koob	ua	npe
puas	paub	puas	pom
nyuj	ciab	nyuj	ncau
tas	phab	tas	pheev
leeg	nyuj	leeg	twm
roob	nqeeb	roob	tauj
nqa	diav	nqa	tais
kaus	hmab	kaus	ntoo
sib	koom	sib	sau
ciaj	vaj	ciaj	haiv
tas	siav	tas	zog
ceg	ntev	ceg	luv
dhia	ciaj	dhia	tuag
nthe	siab	nthe	nqi
suab	raj	suab	ncas
rau	tod	rau	nrad
mus	tawb	mus	khawm
tau	khawm	tau	hnia
tus	zoo	tus	phem
tsis	tas	tsis	xaus
thaiv	teb	thaiv	chaw
noob	qaib	noob	npua
noj	seem	noj	so
mus	nom	mus	tswv
ntau	hnub	ntau	hmo
tau	khawm	tau	puag
tsis	cem	tsis	thuam
los	khawm	los	hnia
tim	roj	tim	ntshav
li	roj	li	ntshav
sib	hais	sib	kho
sib	chim	sib	ntxub
tshav	noj	tshav	haus
teb	ncaj	teb	ncees
lus	nkhib	lus	nkhaus
quav	qaib	quav	npua
thim	laj	thim	sob
pem	ntuj	pem	teb
thov	txim	thov	thuv
lus	foob	lus	cua
qub	phooj	qub	ywg
nkawm	laj	nkawm	kam
ua	sub	ua	npog
xeeb	luj	xeeb	lam
kaus	tes	kaus	taw
ua	kub	ua	ntxhuv
yus	kwv	yus	tij
teem	ntsuj	teem	hlauv
muaj	ntaub	muaj	ntawv
tau	faj	tau	fwv
tus	tub	tus	ntxhais
puab	nam	puab	txiv
ntau	paab	ntau	pawg
tej	sab	tej	ntsws
koom	sab	koom	ntsws
sis	ntaus	sis	tua
siv	rag	siv	phom
kev	hloov	kev	khu
taag	zej	taag	zog
nqa	riam	nqa	phom
qhov	quav	qhov	zis
qhov	dub	qhov	dawb
plam	tes	plam	taw
khuam	tes	khuam	taw
ua	dab	ua	tsov
nto	koob	nto	npe
ntshaw	ntsej	ntshaw	muag
hlab	siab	hlab	ntsws
nai	phoo	nai	pha
tso	vaj	tso	tsev
cev	ncauj	cev	lu
nees	huab	nees	cua
hais	hlob	hais	yau
hais	daj	hais	deev
txhab	nyiaj	txhab	kub
pom	ntsej	pom	muag
tag	pab	tag	pawg
txhais	yej	txhais	ntxiab
muab	dej	muab	cawv
kaug	ub	kaug	no
xuas	riam	xuas	phom
chaws	txawb	chaws	rau
hwm	nom	hwm	tswv
ua	lag	ua	luag
noj	seem	noj	sos
tas	siab	tas	ntsws
siv	dej	siv	cawv
txhaus	dej	txhaus	cawv
muaj	xeej	muaj	xwm
kev	tshoob	kev	kos
mloog	nom	mloog	tswv
paub	qab	paub	haus
ua	lwj	ua	lam
tsi	kub	tsi	txag
ua	dlev	ua	npua
yus	zaub	yus	hno
dhia	dej	dhia	num
lug	ntxhib	lug	ntxho
txhua	yam	txhua	tsav
lawb	kwv	lawb	tij
peb	nam	peb	txiv
neeg	txwj	neeg	laug
tua	vaaj	tua	fwv
thov	koob	thov	moov
khuam	ntab	khuam	ntuv
mag	cuab	mag	kaws
kwv	riam	kwv	phom
lub	plab	lub	plawv
ywj	siab	ywj	ntsws
ua	swv	ua	npog
hmos	ub	hmos	no
xu	dloj	xu	dlaag
hwm	keeb	hwm	kwm
tus	nom	tus	tswv
tswj	teb	tswj	chaw
tua	dev	tua	npua
mej	nam	mej	txiv
xu	doj	xu	das
nej	teej	nej	tug
kab	mob	kab	nkees
puas	tsuaj	puas	ntsoog
tiv	mob	tiv	nkees
tuam	meej	tuam	pem
los	cob	los	qhia
sem	nqaij	sem	tawv
muaj	dlej	muaj	cawv
puag	tes	puag	taw
muaj	txuj	muaj	ci
txhua	tsaav	txhua	yaam
kawg	plaab	kawg	plawv
tug	dlaag	tug	zug
ntsuj	dluab	ntsuj	hlaus
nws	poj	nws	yawm
peb	saib	peb	xyuas
nqa	nyiaj	nqa	txiaj
tsi	tag	tsi	kawg
xav	kwv	xav	tij
nta	dab	nta	qhua
tag	nuj	tag	nqi
tsis	ciaj	tsis	tuag
tej	ntaub	tej	ntawv
tej	tsiaj	tej	txhuv
rau	dab	rau	qhua
tiam	dab	tiam	qhua
khaws	chawj	khaws	chim
cov	nyiaj	cov	txiaj
ti	nuj	ti	nqi
yog	txiaj	yog	ntsim
txij	toj	txij	pes
leg	qav	leg	num
pab	qhuab	pab	qhia
rau	poj	rau	yawm
sib	lam	sib	tua
nrog	kev	nrog	cai
nws	txawj	nws	ntse
tswv	luaj	tswv	hav
zaj	txwj	zaj	laus
xob	txwj	xob	laus
taag	phaab	taag	pheev
muaj	tub	muaj	kiv
chaw	pib	chaw	xaus
tus	ntaub	tus	ntawv
koj	txuj	koj	ci
koj	teej	koj	tug
rooj	zeb	rooj	hlau
niag	tsiaj	niag	txhuv
rau	vaj	rau	tsev
muaj	kuab	muaj	tshuaj
nyiag	noj	nyiag	haus
nws	dej	nws	num
qhov	ntsej	qhov	ntswg
peem	ciaj	peem	tuag
tub	ntsoj	tub	ntsuag
dam	tes	dam	taw
yuav	nyab	yuav	vauv
hmoob	noj	hmoob	haus
zoo	hnub	zoo	nyoog
raug	keeb	raug	kwm
tug	ub	tug	no
muab	vaj	muab	tsev
sab	ub	sab	no
kwv	yaig	kwv	luag
kwv	rag	kwv	phom
tuag	tshaib	tuag	nqhis
ua	khab	ua	khuav
nyias	teb	nyias	chaw
rau	noj	rau	haus
thoob	teb	thoob	chaw
rau	teb	rau	chaw
tej	ub	tej	no
tub	txib	tub	hu
ncig	zej	ncig	zos
cem	nom	cem	tswv
nram	vaj	nram	tsev
nrog	nom	nrog	tswv
coob	leej	coob	tus
tua	nas	tua	noog
roob	loj	roob	siab
lus	nom	lus	tswv
ntshaw	noj	ntshaw	haus
luas	teb	luas	chaw
kwv	dej	kwv	taws
pub	qaib	pub	npua
mus	liaj	mus	teb
dej	kub	dej	txias
plaub	quav	plaub	zis
cua	kub	cua	txias
cuab	nas	cuab	noog
paab	tes	paab	taw
tu	ub	tu	no
kuv	nam	kuv	txiv
ntsuag	txij	ntsuag	nkawm
kev	mob	kev	nkees
ua	nrw	ua	nrees
tej	khauj	tej	muam
tuag	tshaib	tuag	nqhe
nwg	neej	nwg	tsaav
uas	liaj	uas	teb
cog	qoob	cog	loo
nyiaj	hnub	nyiaj	hlis
tej	maab	tej	suav
tub	maab	tub	qhe
nraav	noj	nraav	haus
ua	phem	ua	qas
noj	fawm	noj	qaub
xis	teb	xis	chaw
tsi	taj	tsi	tug
nwg	ua	nwg	le
nchuav	ntab	nchuav	ntws
tej	neej	tej	tsa
xaiv	txwj	xaiv	nkawm
taug	kwv	taug	tij
taug	neej	taug	tsav
ntshai	plaub	ntshai	ntug
sib	khib	sib	tua
xa	ntaub	xa	ntawv
coj	kub	coj	ceev
tu	plaub	tu	ntug
kev	noj	kev	naav
kev	tshaib	kev	nqhe
cov	ntaub	cov	ntawv
uas	dog	uas	dig
tsheej	pab	tsheej	pheev
sib	chab	sib	chaws
sib	thuam	sib	tshum
koom	siab	koom	ntsws
sab	dawb	sab	dub
hmoob	nom	hmoob	tswv
yeej	cem	yeej	hais
sib	thuam	sib	cam
fim	ntsej	fim	muag
txhob	cheem	txhob	cem
cuag	dev	cuag	npua
txhab	zaub	txhab	mov
quav	ub	quav	no
to	ntej	to	qab
qhov	pim	qhov	qau
lis	teb	lis	chaw
cuag	puj	cuag	yawg
quas	puj	quas	yawm
yuav	pom	yuav	paub
ntoo	loj	ntoo	me
tag	kwv	tag	tij
txhua	niaj	txhua	xyoo
hu	kwv	hu	tij
muaj	teej	muaj	tug
naj	nub	naj	mo
nwg	nyob	nwg	ua
ua	phem	ua	qias
faib	ub	faib	no
dig	ub	dig	no
rab	hluas	rab	laus
tshom	zeb	tshom	tsua
lawm	kwv	lawm	tij
tsis	qab	tsis	tsuag
neb	txuj	neb	ci
hla	niam	hla	txiv
dlawm	nraab	dlawm	nrw
rau	pem	rau	nram
ua	kub	ua	heev
tsi	txhij	tsi	txhua
mus	ploj	mus	tuag
vij	dab	vij	npog
nyiaj	laj	nyiaj	kam
kis	toj	kis	pes
hais	kwv	hais	tij
ua	dlawb	ua	huv
siab	phem	siab	qias
siv	dag	siv	zog
lus	xaiv	lus	ncua
tej	zeb	tej	tsua
qhov	yog	qhov	raug
hmoob	zej	hmoob	zos
hu	niam	hu	txiv
tej	roob	tej	hav
ib	sij	ib	lwm
txiv	maab	txiv	ntoo
noog	paus	noog	ntsis
lub	vaaj	lub	tsev
muaj	laj	muaj	kam
hmoob	dab	hmoob	tsi
chaw	noj	chaw	pw
nws	zej	nws	zos
lub	hnub	lub	hmo
tsis	txwv	tsis	txiav
hloov	nom	hloov	tswv
khuab	roob	khuab	hav
tus	ntsuj	tus	plig
raug	kev	raug	cai
pob	zeb	pob	a
phaum	niam	phaum	txiv
tub	laj	tub	kam
sib	ncaim	sib	nco
ntaim	noj	ntaim	haus
nplog	zej	nplog	zos
yuav	rag	yuav	phom
sib	nrug	sib	tawg
neeg	ncaj	neeg	zoo
tej	dej	tej	hav
lus	dev	lus	npua
yoos	tshaib	yoos	nqhis
nriav	noj	nriav	haus
cov	hluas	cov	laus
peb	vaj	peb	tsev
coj	ntaub	coj	ntawv
ti	tes	ti	taw
muab	riam	muab	phom
qee	leej	qee	pawg
peb	teej	peb	tug
sib	dag	sib	ceg
kaus	vej	kaus	vuam
qee	paab	qee	pawg
mag	cuab	mag	khi
muas	phaab	muas	lis
khiav	laj	khiav	kam
qub	zej	qub	zos
zaum	hnub	zaum	hli
ntsia	mus	ntsia	los
lus	thaib	lus	nplog
luag	nom	luag	tswv
mus	saib	mus	ntsia
niag	liab	niag	tsov
ntshaws	teb	ntshaws	chaw
muaj	roj	muaj	ntshav
lub	roob	lub	hav
ntxhais	txawj	ntxhais	ntse
lus	siab	lus	qis
noj	dawb	noj	do
hle	tes	hle	taw
paub	ntsej	paub	muag
yam	ub	yam	no
txeeb	teb	txeeb	chaw
ua	kub	ua	ntxhov
dab	ub	dab	no
cem	lwj	cem	liam
hlawv	xyab	hlawv	ntawv
raug	thuv	raug	txim
tau	phooj	tau	ywg
npws	niam	npws	txiv
pub	noj	pub	haus
kev	txog	kev	txhaum
tawm	ntsej	tawm	muag
dag	mab	dag	suav
sau	ntaub	sau	ntawv
muaj	neej	muaj	tsa
sib	hu	sib	pab
npaj	ntuj	npaj	teb
ywj	fab	ywj	fwj
ceg	hmab	ceg	ntoo
tsis	deb	tsis	zes
nco	niam	nco	txiv
cis	fij	cis	tom
zoo	nom	zoo	tswv
ib	txhab	ib	txhis
ntshaw	nom	ntshaw	tswv
ntshaw	noj	ntshaw	hnav
hloov	siab	hloov	ntsws
siv	sav	siv	zug
kev	ab	kev	khwv
fuab	noj	fuab	haus
nyias	pab	nyias	pawg
hnub	ub	hnub	no
xyoo	ub	xyoo	no
ntsub	lwj	ntsub	liam
xav	pom	xav	paub
ntuj	kub	ntuj	nag
sab	hauv	sab	sau
nyob	deb	nyob	ze
sib	tham	sib	kho
niam	nplog	niam	hmoob
tu	koob	tu	moo
sib	hlub	sib	tshua
npuas	ncauj	npuas	ntswg
cim	ntsej	cim	muag
hauv	roj	hauv	ntshav
kev	ntseeg	kev	xav
caiv	ub	caiv	no
xeeb	teb	xeeb	chaw
tsis	tshaj	tsis	luv
mob	tes	mob	taw
sib	thuam	sib	hais
muab	txuj	muab	ci
sau	riam	sau	phom
muab	roj	muab	ntshaav
npuab	ub	npuab	no
xub	zoov	xub	tsuag
lob	ub	lob	nuav
xab	nom	xab	tswv
hmoob	daj	hmoob	dub
khav	qab	khav	tsau
txog	dej	txog	cawv
txawj	ub	txawj	no
thov	ntuj	thov	teb
muaj	txheeb	muaj	ze
tshuav	nom	tshuav	tswv
rau	kev	rau	cai
hauv	zej	hauv	zos
tsi	roj	tsi	ntshav
muaj	txhij	muaj	txhua
xyaws	mab	xyaws	suav
ncha	teb	ncha	chaw
tau	noj	tau	hnav
koj	pab	koj	pawg
ntwg	hnov	ntwg	nco
leej	nam	leej	txiv
tu	vaaj	tu	tsev
tuam	nyiaj	tuam	txiaj
tham	mab	tham	suav
twb	pom	twb	paub
ntsiab	ub	ntsiab	no
tom	mab	tom	suav
nws	noj	nws	haus
yam	qab	yam	tsuag
rau	dev	rau	npua
qub	txeej	qub	teg
xov	ub	xov	no
tso	quav	tso	zis
kev	caub	kev	chim
ntsuag	niam	ntsuag	txiv
yuav	hlub	yuav	nyiam
peb	teb	peb	chaw
yoog	teb	yoog	chaw
ntshai	dab	ntshai	tsov
daim	tshiab	daim	zoo
siab	mos	siab	muag
tab	dab	tab	qhua
tsis	loj	tsis	me
txawm	zoo	txawm	phem
lim	ntsuj	lim	cev
sim	zaub	sim	mov
khu	ub	khu	nua
pab	qav	pab	num
muaj	txwj	muaj	nkawm
muaj	tes	muaj	taw
qhuas	hlob	qhuas	yau
zoo	txwj	zoo	nkawm
no	vwm	no	ntshe
raus	tes	raus	taw
dej	qav	dej	num
poo	teb	poo	chaw
poo	nom	poo	tswv
muab	noj	muab	haus
yos	roob	yos	hav
lus	phem	lus	zoo
kho	neej	kho	tsa
puv	toj	puv	pes
tshuav	kwv	tshuav	tij
yuav	koob	yuav	npe
tsis	paub	tsis	hnov
nruab	roob	nruab	hav
uas	nom	uas	tswv
zoo	kwv	zoo	tij
sis	hlub	sis	paab
paub	sab	paub	qeg
yus	noj	yus	haus
twg	yeej	twg	swb
tsi	mob	tsi	khaus
yuav	yeej	yuav	swb
tau	ntau	tau	tsawg
hmoob	thaib	hmoob	nplog
coj	ncaj	coj	ncees
kev	lwj	kev	liam
nyuag	fuab	nyuag	cua
noj	ntuj	noj	teb
cuag	nom	cuag	tswv
laug	caij	laug	nyoog
mus	ntoj	mus	thuv
tshawb	saib	tshawb	xyuas
hau	teb	hau	chaw
nam	hlub	nam	yau
hav	hmab	hav	zoov
caag	maab	caag	ntoo
saib	neej	saib	tsav
lwj	siab	lwj	ntsws
tug	dab	tug	qhua
muaj	plaub	muaj	ntug
kev	ntoj	kev	thuv
kev	tsov	kev	rog
rag	txuj	rag	ci
nyias	txheeb	nyias	ze
tawm	roj	tawm	ntshav
yuav	teb	yuav	chaw
tau	nyaj	tau	txaj
muaj	sab	muaj	ntsws
miv	tub	miv	ntxhais
dav	tooj	dav	hlau
saum	huab	saum	cua
tsoo	rooj	tsoo	tog
cuab	ub	cuab	no
ua	tshav	ua	nag
tawm	roj	tawm	ntshaav
cov	txawj	cov	ntse
txiv	pluj	txiv	plaag
rau	ub	rau	nua
hmoob	nam	hmoob	txiv
hai	ub	hai	no
kuv	ntsib	kuv	pom
nws	nyiam	nws	hlub
paub	ntaub	paub	ntawv
hmoob	txuj	hmoob	ci
ntees	mob	ntees	tuag
hau	zej	hau	zos
raug	ntaus	raug	ncaws
tsim	teev	tsim	tsi
lub	pag	lub	xau
tus	loj	tus	me
los	noj	los	haus
tam	liaj	tam	teb
paub	dab	paub	qhua
yog	nom	yog	tswv
hneev	tes	hneev	taw
luam	ntaub	luam	ntawv
sib	khawm	sib	puag
hu	ntuj	hu	teb
ceg	siab	ceg	qis
nkim	ncauj	nkim	lu
xav	siab	xav	nqi
dab	vaj	dab	tsev
kom	txawj	kom	ntse
ntshai	ub	ntshai	no
tsis	mob	tsis	vwm
cab	nyuj	cab	npua
kev	zej	kev	zos
siab	ntev	siab	luv
lub	zos	lub	nroog
ua	nub	ua	mo
txawm	loj	txawm	me
kev	hlub	kev	nyiam
tsis	ntsib	tsis	pom
npaj	ub	npaj	no
suav	mus	suav	los
tsis	nyiam	tsis	hlub
muag	dawb	muag	do
qig	ncauj	qig	lu
tsis	ncaj	tsis	ncees
xyaw	mab	xyaw	suav
txau	noj	txau	haus
khoom	noj	khoom	siv
ntau	leej	ntau	tug
yaam	ub	yaam	nua
tag	phab	tag	pheev
txheej	paab	txheej	pawg
raws	kwv	raws	tij
muag	vaj	muag	tsev
npooj	xyoob	npooj	ntoo
ntxeev	nom	ntxeev	tswv
tej	xyoob	tej	ntoo
nyag	paab	nyag	pawg
ua	qoob	ua	loo
saib	moog	saib	lug
xaav	moog	xaav	lug
cav	loj	cav	me
kaum	liaj	kaum	teb
suav	caij	suav	nyoog
tawg	cuab	tawg	yim
nom	ub	nom	no
nkuaj	liab	nkuaj	cuam
me	nas	me	noog
txoj	hmab	txoj	hlua
tej	dlej	tej	num
muas	zaub	muas	mov
tsis	yog	tsis	zoo
leeg	niam	leeg	txiv
sib	tshum	sib	tog
kws	txaij	kws	nraug
lus	mab	lus	suav
hais	lwj	hais	liam
nrog	quav	nrog	zis
ua	phab	ua	pheev
cag	hmab	cag	ntoo
me	kab	me	noog
zuag	ub	zuag	no
kws	txwj	kws	laus
rooj	plaub	rooj	ntug
sib	tshum	sib	tshoob
tsi	khib	tsi	chim
cov	nyiaj	cov	kub
qw	ciaj	qw	tuag
phiv	ub	phiv	no
vis	mus	vis	los
nruab	liaj	nruab	teb
qas	neej	qas	dab
tub	qav	tub	num
pov	riam	pov	phom
nrog	fuab	nrog	cua
hlev	liab	hlev	ntsuab
tsis	hlub	tsis	pab
nriav	poj	nriav	sev
lwm	paab	lwm	pawg
kaug	ub	kaug	nua
lam	nyob	lam	sib
nplua	noj	nplua	haus
yam	phem	yam	zoo
dag	niam	dag	txiv
muaj	poj	muaj	sev
nyuag	kwv	nyuag	tij
tus	tub	tus	kiv
txhob	khib	txhob	chim
